Name	GWP_constr	GWP_op
NUCLEAR	56.630400	0.000000
CCGT	0.000010	0.000000
CCGT_AMMONIA	0.000000	0.000000
IMPORTED_COAL_CENTRAL	0.000000	0.000000
LOCAL_COAL_CENTRAL	0.000001	0.000000
BIOMASS_TO_POWER	0.000001	0.000000
PV_ROOFTOP	499.126914	0.000000
PV_UTILITY	8712.359231	0.000000
PT_POWER_BLOCK	0.000000	0.000000
ST_POWER_BLOCK	0.000000	0.000000
WIND_ONSHORE	996.560001	0.000000
WIND_OFFSHORE	936.431173	0.000000
HYDRO_DAM	844.027652	0.000000
HYDRO_RIVER	515.135868	0.000000
TIDAL	0.000000	0.000000
WAVE	0.000000	0.000000
GEOTHERMAL	3490.072674	0.000000
IND_COGEN_GAS	0.000005	0.000000
IND_COGEN_WOOD	0.000000	0.000000
IND_COGEN_WASTE	0.000001	0.000000
IND_BOILER_GAS	6.696649	0.000000
IND_BOILER_WOOD	0.000039	0.000000
IND_BOILER_OIL	0.000003	0.000000
IND_BOILER_COAL	4.566938	0.000000
IND_BOILER_WASTE	0.000003	0.000000
IND_DIRECT_ELEC	1.063495	0.000000
DHN_HP_ELEC	319.908049	0.000000
DHN_COGEN_GAS	0.000004	0.000000
DHN_COGEN_WOOD	0.000000	0.000000
DHN_COGEN_WASTE	0.000000	0.000000
DHN_COGEN_WET_BIOMASS	0.000002	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000001	0.000000
DHN_BOILER_GAS	0.000002	0.000000
DHN_BOILER_WOOD	0.000002	0.000000
DHN_BOILER_OIL	0.000002	0.000000
DHN_DEEP_GEO	0.000034	0.000000
DHN_SOLAR	0.000008	0.000000
DEC_HP_ELEC	475.014103	0.000000
DEC_THHP_GAS	429.275719	0.000000
DEC_COGEN_GAS	0.000002	0.000000
DEC_COGEN_OIL	0.000001	0.000000
DEC_ADVCOGEN_GAS	0.000004	0.000000
DEC_ADVCOGEN_H2	0.000003	0.000000
DEC_BOILER_GAS	0.000005	0.000000
DEC_BOILER_WOOD	0.000000	0.000000
COAL_STOVE	0.000000	0.000000
DEC_BOILER_OIL	0.000001	0.000000
DEC_SOLAR	0.000024	0.000000
DEC_DIRECT_ELEC	0.000013	0.000000
DEC_THHP_GAS_COLD	5841.037442	0.000000
DEC_ELEC_COLD	241.687401	0.000000
IND_ELEC_COLD	25.569601	0.000000
TRAMWAY_TROLLEY	0.000000	0.000000
BUS_COACH_DIESEL	0.000000	0.000000
BUS_COACH_GASOLINE	0.000000	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000
BUS_COACH_CNG_STOICH	0.000000	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000
TRAIN_PUB	0.000000	0.000000
MOTORCYCLE	0.000000	0.000000
CAR_GASOLINE	0.000000	0.000000
CAR_DIESEL	0.000000	0.000000
CAR_NG	0.000000	0.000000
CAR_METHANOL	0.000000	0.000000
CAR_HEV	0.000000	0.000000
CAR_PHEV	0.000000	0.000000
MOTORCYCLE_ELECTRIC	0.000000	0.000000
CAR_BEV	0.000000	0.000000
CAR_FUEL_CELL	0.000000	0.000000
TRAIN_FREIGHT	0.000000	0.000000
BOAT_FREIGHT_DIESEL	0.000000	0.000000
BOAT_FREIGHT_NG	0.000000	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000
TRUCK_DIESEL	0.000000	0.000000
TRUCK_GASOLINE	0.000000	0.000000
TRUCK_METHANOL	0.000000	0.000000
TRUCK_FUEL_CELL	0.000000	0.000000
TRUCK_ELEC	0.000000	0.000000
TRUCK_NG	0.000000	0.000000
HABER_BOSCH	0.000000	0.000000
OIL_TO_HVC	0.000000	0.000000
GAS_TO_HVC	0.000000	0.000000
BIOMASS_TO_HVC	0.000000	0.000000
METHANOL_TO_HVC	0.000000	0.000000
SYN_METHANOLATION	0.000000	0.000000
METHANE_TO_METHANOL	0.000000	0.000000
BIOMASS_TO_METHANOL	0.000000	0.000000
DAM_STORAGE	0.000000	0.000000
PHS	15.160557	0.000000
BATT_LI	0.000016	0.000000
BEV_BATT	0.000000	0.000000
PHEV_BATT	0.000000	0.000000
TS_DEC_DIRECT_ELEC	0.000000	0.000000
TS_DEC_HP_ELEC	0.000000	0.000000
TS_DEC_THHP_GAS	0.000000	0.000000
TS_DEC_COGEN_GAS	0.000000	0.000000
TS_DEC_COGEN_OIL	0.000000	0.000000
TS_DEC_ADVCOGEN_GAS	0.000000	0.000000
TS_DEC_ADVCOGEN_H2	0.000000	0.000000
TS_DEC_BOILER_GAS	0.000000	0.000000
TS_DEC_BOILER_WOOD	0.000000	0.000000
TS_COAL_STOVE	0.000000	0.000000
TS_DEC_BOILER_OIL	0.000000	0.000000
TS_DHN_DAILY	0.000000	0.000000
TS_DHN_SEASONAL	0.000000	0.000000
TS_HIGH_TEMP	0.000000	0.000000
GAS_STORAGE	0.000000	0.000000
H2_STORAGE	0.000000	0.000000
DIESEL_STORAGE	0.000000	0.000000
GASOLINE_STORAGE	0.000000	0.000000
LFO_STORAGE	0.000000	0.000000
AMMONIA_STORAGE	0.000000	0.000000
METHANOL_STORAGE	0.000000	0.000000
CO2_STORAGE	0.000000	0.000000
PT_STORAGE	0.000000	0.000000
ST_STORAGE	0.000000	0.000000
TS_COLD	0.000000	0.000000
CAES	0.000000	0.000000
EFFICIENCY	0.000000	0.000000
H2_INFRASTRUCTURE	0.000000	0.000000
CHARGING_STATION	0.000000	0.000000
DHN	0.000000	0.000000
