TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	42002.961605	696.482021	60.000000	4.800000	4.800000	7.200000	0.000000	0.053018	1.000000	0.843906	0.843906	0.025393	3397.824000
CCGT	0.001220	0.000039	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.012267	0.850000	0.048263	0.000256
CCGT_AMMONIA	0.000042	0.000001	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000971	0.961538	0.048263	0.000009
IMPORTED_COAL_CENTRAL	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.868000	0.036934	0.000000
LOCAL_COAL_CENTRAL	0.000171	0.000008	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.010269	0.856000	0.036934	0.000040
BIOMASS_TO_POWER	0.000137	0.000006	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.005057	0.868000	0.036934	0.000019
PV_ROOFTOP	6236.020186	82.229704	25.000000	5.995000	5.995000	130.000000	0.000000	0.011506	1.000000	0.146637	1.000000	0.048263	12478.172862
PV_UTILITY	49571.715859	1243.564304	25.000000	0.000000	104.643913	1400.000000	0.000000	0.254656	1.000000	0.185932	1.000000	0.048263	217808.980783
PT_POWER_BLOCK	0.000018	0.000001	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.004745	1.000000	0.048263	0.000000
ST_POWER_BLOCK	0.000015	0.000001	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.005512	1.000000	0.048263	0.000000
WIND_ONSHORE	45465.168061	1138.135394	30.000000	7.591000	48.000000	48.000000	0.000000	0.213457	1.000000	0.339768	1.000000	0.041639	29896.800040
WIND_OFFSHORE	53083.040982	3214.751544	30.000000	0.000000	45.103854	66.210000	0.000000	0.236333	1.000000	0.400334	1.000000	0.041639	28092.935190
HYDRO_DAM	46536.950970	232.674983	40.000000	15.677000	19.943000	19.943000	0.000000	0.092924	1.000000	0.356000	1.000000	0.033427	33761.106098
HYDRO_RIVER	28556.758051	133.260944	40.000000	12.826000	16.317001	16.317000	0.000000	0.090860	1.000000	0.425447	1.000000	0.033427	20605.434705
TIDAL	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
WAVE	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.058246	0.000000
