TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	23259.504026	494.068733	60.000000	4.800000	4.800000	7.200000	0.000000	0.050061	1.000000	0.850000	0.850000	0.025393	3397.824004
CCGT	0.002948	0.000070	25.000000	0.000000	0.000004	Infinity	0.000000	0.000000	1.000000	0.007875	0.955769	0.048263	0.000656
CCGT_AMMONIA	0.000380	0.000009	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000600	0.590000	0.048263	0.000085
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.862792	0.036934	0.000000
COAL_IGCC	0.004980	0.000073	35.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.006380	0.850864	0.036934	0.000493
PV_ROOFTOP	0.002684	0.000035	25.000000	0.000000	0.000004	130.000000	0.000000	0.000000	1.000000	0.004618	1.000000	0.048263	0.007570
PV_UTILITY	86464.490751	2173.964651	25.000000	0.000000	257.792837	1400.000000	0.000000	0.598726	1.000000	0.189286	1.000000	0.048263	536577.743741
PT_POWER_BLOCK	0.000213	0.000013	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000309	1.000000	0.048263	0.000000
ST_POWER_BLOCK	682.718601	68.271860	25.000000	0.000000	13.654372	Infinity	0.000000	0.061403	1.000000	0.366504	1.000000	0.048263	0.000000
WIND_ONSHORE	54814.079998	807.360000	30.000000	0.000000	48.000000	48.000000	0.000000	0.202959	1.000000	0.344612	1.000000	0.041639	29896.799999
WIND_OFFSHORE	0.001616	0.000016	30.000000	0.000000	0.000000	66.210000	0.000000	0.000000	1.000000	0.000893	1.000000	0.041639	0.000188
HYDRO_DAM	83774.545999	418.838897	40.000000	0.000000	19.943000	19.943000	0.000000	0.086851	1.000000	0.354932	1.000000	0.033427	33761.105783
