Name	Used	Potential
ELECTRICITY	558.095890	2210.000000
GASOLINE	13014.915994	Infinity
DIESEL	214907.491177	272000.000000
BIOETHANOL	0.003784	619.000000
BIODIESEL	0.002006	1330.000000
LFO	220204.156967	Infinity
GAS	0.000000	0.000000
IMPORTED_GAS	440926.461255	Infinity
WOOD	40000.000746	40000.000000
WET_BIOMASS	0.000000	0.000000
IMPORTED_COAL	144876.861911	Infinity
LOCAL_COAL	281513.589802	Infinity
URANIUM	0.000000	0.000000
WASTE	121.000075	121.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	0.001566	Infinity
CO2_EMISSIONS	144516.521736	Infinity
RES_WIND	22276.547561	Infinity
RES_SOLAR	19209.617833	Infinity
RES_HYDRO	88888.307618	Infinity
RES_GEO	31509.238089	Infinity
CO2_ATM	0.000314	Infinity
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
PT_HEAT	0.000000	0.000000
ST_HEAT	0.000000	0.000000
