TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	23259.504004	494.064000	60.000000	4.800000	4.800000	7.200000	0.000000	0.032725	1.000000	0.843906	0.843906	0.025393	3397.824001
CCGT	0.000499	0.000013	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000464	0.850000	0.048263	0.000119
CCGT_AMMONIA	0.000536	0.000014	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000872	0.961538	0.048263	0.000128
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.868000	0.036934	0.000000
COAL_IGCC	0.000602	0.000009	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000008	0.856000	0.036934	0.000062
BIOMASS_TO_POWER	0.000525	0.000022	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000432	0.868000	0.036934	0.000104
PV_ROOFTOP	4423.650640	58.331351	40.000000	5.995000	5.995000	130.000000	0.000000	0.007150	1.000000	0.147632	1.000000	0.033427	12478.173105
PV_UTILITY	111402.456622	2800.008078	40.000000	0.000000	332.148052	1400.000000	0.000000	0.501824	1.000000	0.187015	1.000000	0.033427	691342.919757
PT_POWER_BLOCK	0.000297	0.000018	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000140	1.000000	0.048263	0.000000
ST_POWER_BLOCK	0.000247	0.000020	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000106	1.000000	0.048263	0.000000
WIND_ONSHORE	48479.999997	807.360000	30.000000	7.591000	48.000000	48.000000	0.000000	0.131943	1.000000	0.340253	1.000000	0.041639	29896.799998
WIND_OFFSHORE	83118.047695	3347.577600	30.000000	0.000000	66.210000	66.210000	0.000000	0.216804	1.000000	0.405322	1.000000	0.041639	41238.898497
HYDRO_DAM	83774.557584	418.802987	40.000000	15.677000	19.942999	19.943000	0.000000	0.057357	1.000000	0.356000	1.000000	0.033427	33761.104826
HYDRO_RIVER	64706.143927	646.943440	40.000000	12.826000	12.826000	16.317000	0.000000	0.043862	1.000000	0.423303	1.000000	0.033427	16196.929322
TIDAL	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.058246	0.000000
WAVE	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.058246	0.000000
GEOTHERMAL	8985.600867	170.724016	30.000000	1.200000	1.200000	4.200000	0.000000	0.008335	1.000000	0.859786	0.860000	0.041639	29914.910886
IND_COGEN_GAS	0.000426	0.000028	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000698	0.850000	0.048263	0.000310
IND_COGEN_WOOD	0.000554	0.000021	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000998	0.850000	0.048263	0.000085
IND_COGEN_WASTE	0.000360	0.000014	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000021	0.850000	0.048263	0.000080
IND_BOILER_GAS	0.000478	0.000010	17.000000	0.000000	0.000008	Infinity	0.000000	0.000000	1.000000	0.012696	0.950000	0.067080	0.000100
IND_BOILER_WOOD	506.997959	10.124113	17.000000	0.000000	4.401788	Infinity	0.000000	0.059824	1.000000	0.238356	0.900000	0.067080	127.079624
IND_BOILER_OIL	0.000350	0.000008	17.000000	0.000000	0.000006	Infinity	0.000000	0.000000	1.000000	0.000870	0.950000	0.067080	0.000079
