Category;Subcategory;Technologies name;Technologies param;c_inv;c_maint;gwp_constr;lifetime;c_p;fmin_perc;fmax_perc;f_min;f_max;Comment
;;Name (simplified);Name (in model and documents);"[Meuro/GW]
[Meuro/GWh] 
[Meuro/(Mkmpass/h)] 
[Meuro/(Mtonkm/h)]";"[Meuro/GW/y]
[Meuro/GWh/y] 
[Meuro/(Mkmpass/h)/y] 
[Meuro/(Mtonkm/h)/y]";"[ktonCO2_eq/GW]
[ktonCO2_eq/GWh]
[ktonCO2_eq/(Mkmpass/h)]
[ktonCO2_eq/(Mtonkm/h)]";[years];[];[];[];[GW];[GW];
Electricity;Electricity;Nuclear; NUCLEAR ;4845.73;102.930986;707.88;60;0.843906;0;1;0;0;
Electricity;Electricity;Combined cycle gas turbine; CCGT ;825.96;20.91888483;183.79;25;0.955769231;0;1;8.17;12E+00;
Electricity;Electricity;Amonia combined cycle gas turbine; CCGT_AMMONIA ;825.96;20.91888483;183.79;25;0.59;0;1;0;50;
Electricity;Electricity;Ultra-supercritical coal power plant; COAL_US ;2598.77;30.34193327;331.6;35;0.862792;0;1;0;0;
Electricity;Electricity;Intagrated gasification combined cycle with coal; COAL_IGCC ;3351.65;49.99914413;331.6;35;0.850864;0;1;25;35;
Electricity;Electricity;Photovoltaic; PV ;1220.85;13.94222892;2081.43;25;1;0;1;5.995;5.995;
Electricity;Electricity;Wind onshore; WIND_ONSHORE ;1141.96;13.28188235;622.85;30;1;0;1;7.591;7.591;
Electricity;Electricity;Wind offshore; WIND_OFFSHORE ;5357.3;37.27338462;622.85;30;1;0;1;0;0;
Electricity;Electricity;Hydro river; HYDRO_RIVER ;5044.92;50.4447982;1262.82;40;1;0;1;12.8;12.826;
Electricity;Electricity;Hydro dam; HYDRO_DAM;4200.6993;21.0018;1692.88;40;1;0;1;15;15.677;
Electricity;Electricity;Geothermal power plant; GEOTHERMAL ;8764.36;162.8224;808.8;30;0.85;0;1;1.2;1.2;
Heat;Heat high temperature;Cogeneration gas (industry); IND_COGEN_GAS ;1528.1;98.22449611;1024.32;25;0.8449;0;1;0;0.00E+00;
Heat;Heat high temperature;Cogeneration wood (industry); IND_COGEN_WOOD ;1172.95;42.94466341;165.33;25;0.8449;0;1;0;1.00E+15;
Heat;Heat high temperature;Cogeneration waste (industry); IND_COGEN_WASTE ;3182.91;117.3386515;647.82;25;0.8449;0;1;0;1.00E+15;
Heat;Heat high temperature;Boiler gas (industry); IND_BOILER_GAS ;70.67;1.415862909;12.32;17;0.9443;0;1;13.2;1.32E+01;
Heat;Heat high temperature;Boiler wood (industry); IND_BOILER_WOOD ;138.22;2.764303774;28.87;17;0.8946;0;1;0;1.00E+15;
Heat;Heat high temperature;Boiler oil (industry); IND_BOILER_OIL ;65.83;1.415862909;12.32;17;0.9443;0;1;0;1.00E+15;
Heat;Heat high temperature;Boiler coal (industry); IND_BOILER_COAL ;138.22;2.764303774;48.18;17;0.8946;0;1;9;9.00E+15;
Heat;Heat high temperature;Boiler waste (industry); IND_BOILER_WASTE ;138.22;2.764303774;28.87;17;0.8946;0;1;0;1.00E+15;
Heat;Heat high temperature;Electrical resistors (industry); IND_DIRECT_ELEC ;387.73;1.758903768;1.47;15;0.9443;0;1;0;1.00E+15;
Heat;Heat low temperature centralised;Heat pump (DHN); DHN_HP_ELEC ;395.73;13.41870073;174.79;25;0.9443;0;1;0;0.00E+15;
Heat;Heat low temperature centralised;Cogeneration gas (DHN); DHN_COGEN_GAS ;1361.46;39.80624675;490.88;25;0.8449;0;1;2.435;10;
Heat;Heat low temperature centralised;Cogeneration wood (DHN); DHN_COGEN_WOOD ;1172.95;42.94466341;165.33;25;0.8449;0;1;0;1.00E+15;
Heat;Heat low temperature centralised;Cogeneration waste (DHN); DHN_COGEN_WASTE ;3182.91;117.3386515;647.82;25;0.8449;0;1;0;1.00E+15;
Heat;Heat low temperature centralised;Cogeneration wet biomass (DHN); DHN_COGEN_WET_BIOMASS ;1491.64;121.3965436;1024;25;0.7455;0;1;0;1.00E+15;
Heat;Heat low temperature centralised;Cogeneration hydrolysis (DHN); DHN_COGEN_BIO_HYDROLYSIS ;4923.77;240.5931676;647.8;15;0.8449;0;1;0;1.00E+15;
Heat;Heat low temperature centralised;Boiler gas (DHN); DHN_BOILER_GAS ;70.67;1.415862909;12.32;17;0.9443;0;1;5.05;22.5;
Heat;Heat low temperature centralised;Boiler wood (DHN); DHN_BOILER_WOOD ;138.22;2.764303774;28.87;17;0.8946;0;1;0;1.00E+15;
Heat;Heat low temperature centralised;Boiler oil (DHN); DHN_BOILER_OIL ;65.83;1.415862909;12.32;17;0.9443;0;1;0;2;
Heat;Heat low temperature centralised;Geothermal (DHN); DHN_DEEP_GEO ;1611.94;60.39529412;808.76;30;0.8449;0;1;3.05;3.05;
