source,target,realValue,layerID,layerColor,layerUnit
Woody biomass,Gasifi. to Methanol,22.78,Woody biomass,#CD853F,TWh
Gasifi. to Methanol,Elec,0.46,Electricity,#00BFFF,TWh
Gasifi. to Methanol,DHN,5.01,DHN,#FA8072,TWh
Gasifi. to Methanol,Methanol,14.13,Methanol,#CC0066,TWh
H2,Methanolation,0.00,H2,#FF00FF,TWh
Elec,Methanolation,0.20,Electricity,#00BFFF,TWh
Methanolation,DHN,0.49,DHN,#FA8072,TWh
Methanolation,Methanol,5.93,Methanol,#CC0066,TWh
Woody biomass,Gasifi. to HVC,52.29,Woody biomass,#CD853F,TWh
Elec,Gasifi. to HVC,0.63,Electricity,#00BFFF,TWh
Heat HT,Gasifi. to HVC,1.14,Heat HT,#DC143C,TWh
Gasifi. to HVC,HVC,21.96,HVC,#00FFFF,TWh
Methanol,MTO,20.05,Methanol,#CC0066,TWh
Heat HT,MTO,5.33,Heat HT,#DC143C,TWh
MTO,HVC,16.16,HVC,#00FFFF,TWh
HVC,Non-energy demand,38.12,HVC,#00FFFF,TWh
Nat. gas,Gas sto.,32.55,GAS,#FFD700,TWh
Gas sto.,Gas,31.90,GAS,#FFD700,TWh
Gas,Mob public,106.98,GAS,#FFD700,TWh
Gas,Freight,7.39,GAS,#FFD700,TWh
Wind,Elec,205.47,Wind,#27AE34,TWh
Hydro River,Elec,15.81,Hydro River,#0000FF,TWh
Hydro Dams,Elec,40.89,Hydro Dam,#0000FF,TWh
PV,Elec,0.50,PV,#FFFF00,TWh
PV,Elec,187.96,PV,#FFFF00,TWh
Waste,Boilers,1.32,Waste,#808000,TWh
Wet biomass,Biomethanation,49.78,Woody biomass,#CD853F,TWh
Biomethanation,Gas,21.06,GAS,#FFD700,TWh
Biomethanation,Elec,1.99,Electricity,#00BFFF,TWh
Elec,Mob priv,19.81,Electricity,#00BFFF,TWh
Elec,Mob public,0.81,Electricity,#00BFFF,TWh
Elec,Freight,3.06,Electricity,#00BFFF,TWh
Elec,Exp & Loss,20.42,Electricity,#00BFFF,TWh
Elec,Curt.,0.36,Electricity,#00BFFF,TWh
Elec,Elec demand,112.50,Electricity,#00BFFF,TWh
PV,Curt.,18.59,Solar,#FFFF00,TWh
Wind,Curt.,8.28,Wind,#27AE34,TWh
Elec,Storage,17.15,Electricity,#00BFFF,TWh
Storage,Elec demand,16.73,Electricity,#00BFFF,TWh
Elec,HPs,16.47,Electricity,#00BFFF,TWh
Elec,refrig. cycles,2.17,Electricity,#00BFFF,TWh
Elec,refrig. cycles,0.17,Electricity,#00BFFF,TWh
Elec,Dec. sto,5.29,Electricity,#00BFFF,TWh
Elec,Heat LT Dec,0.86,Electricity,#00BFFF,TWh
Elec,HT sto,46.77,Electricity,#00BFFF,TWh
HT sto,Heat HT,46.57,Heat HT,#DC143C,TWh
Elec,Heat HT,30.30,Electricity,#00BFFF,TWh
Elec,Electrolyser,150.07,Electricity,#00BFFF,TWh
Heat HT,Electrolyser,26.48,Heat HT,#DC143C,TWh
Electrolyser,H2 prod,139.48,Electricity,#00BFFF,TWh
Electrolyser,DHN,2.65,Heat LT,#FA8072,TWh
H2 prod,H2 sto.,7.82,H2,#FF00FF,TWh
H2 sto.,H2,6.76,H2,#FF00FF,TWh
H2 prod,H2,131.65,H2,#FF00FF,TWh
H2,Freight,18.60,H2,#FF00FF,TWh
H2,Gas Prod,112.56,H2,#FF00FF,TWh
H2,Biofuels Prod,7.39,H2,#FF00FF,TWh
HPs,Dec. sto,25.77,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,15.80,Heat LT,#FA8072,TWh
HPs,DHN,11.05,Heat LT,#FA8072,TWh
refrig. cycles,Space cooling,8.68,SPACE_COOLING,#FA8072,TWh
refrig. cycles,Process cooling,0.47,PROCESS_COOLING,#FA8072,TWh
Dec. sto,Heat LT Dec,27.20,Heat LT,#FA8072,TWh
Boilers,Heat HT,1.09,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,20.04,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.34,Heat LT,#FA8072,TWh
DHN,DHN Sto,24.49,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,23.81,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,45.01,Heat HT,#DC143C,TWh
