Category;Subcategory;Technologies name;Technologies param;c_inv;c_maint;gwp_constr;lifetime;c_p;fmin_perc;fmax_perc;f_min;f_max;Comment
;;Name (simplified);Name (in model and documents);"[Meuro/GW]
[Meuro/GWh] 
[Meuro/(Mkmpass/h)] 
[Meuro/(Mtonkm/h)]";"[Meuro/GW]
[Meuro/GWh] 
[Meuro/(Mkmpass/h)] 
[Meuro/(Mtonkm/h)]";"[ktonCO2_eq/GW]
[ktonCO2_eq/GWh]
[ktonCO2_eq/(Mkmpass/h)]
[ktonCO2_eq/(Mtonkm/h)]";[years];[];[];[];[GW];[GW];
Electricity;Electricity;Nuclear;NUCLEAR;4845.73;102.930986;707.88;60;0.843906;0;1;0;0.00E+00;
Electricity;Electricity;Combined cycle gas turbine;CCGT;825.96;19.73031183;253;25;0.955769231;0;1;0;1.00E+15;
Electricity;Electricity;Amonia combined cycle gas turbine;CCGT_AMMONIA ;825.96;19.55202588;260;25;0.59;0;1;0;1.00E+15;
Electricity;Electricity;Ultra-supercritical coal power plant;COAL_US;2598.77;29.70315573;476;35;0.862792;0;1;0;0.00E+00;
Electricity;Electricity;Intagrated gasification combined cycle with coal;COAL_IGCC;3351.65;48.94653057;479;35;0.850864;0;1;0;1.00E+15;
Electricity;Electricity;Photovoltaic rooftop;PV_ROOFTOP;737.8867;9.726688396;3046;25;1;0;1;0;9.85E+01;
Electricity;Electricity;Photovoltaic utility scale;PV_UTILITY;335.403;8.432990925;2981;25;1;0;1;0;7.08E+02;
Electricity;Electricity;Parabolic trough power block;PT_POWER_BLOCK;1044.57;62.65;0;25;1;0;1;0;0.00E+00;
Electricity;Electricity;Solar tower power block;ST_POWER_BLOCK;50;5;0;25;1;0;1;0;0.00E+00;
Electricity;Electricity;Wind onshore;WIND_ONSHORE;1141.96;16.82;917;30;1;0;1;0;3.85E+02;
Electricity;Electricity;Wind offshore;WIND_OFFSHORE;5357.3;51.87199798;828;30;1;0;1;0;7.11E+01;
Electricity;Electricity;Hydro dam;HYDRO_DAM;4200.6993;21.0018;2462;40;1;0;1;0;51.2;
Electricity;Electricity;Hydro river;HYDRO_RIVER;5044.92;50.4447982;1662;40;1;0;1;6.61;2.78E+01;
