Name	C_inv	C_maint	C_op
NUCLEAR	0.000000	0.000000	0.000000
CCGT	0.000018	0.000005	0.000000
CCGT_AMMONIA	0.000018	0.000005	0.000000
COAL_US	0.000000	0.000000	0.000000
COAL_IGCC	0.000022	0.000004	0.000000
PV_ROOFTOP	17.980348	2.918008	0.000000
PV_UTILITY	1792.620129	554.901612	0.000000
PT_POWER_BLOCK	0.000014	0.000010	0.000000
ST_POWER_BLOCK	14.701480	18.099812	0.000000
WIND_ONSHORE	0.000377	0.000073	0.000000
WIND_OFFSHORE	0.000067	0.000009	0.000000
HYDRO_DAM	5610.262997	401.616472	0.000000
HYDRO_RIVER	1330.784999	190.530003	0.000000
TIDAL	0.000000	0.000000	0.000000
WAVE	0.000000	0.000000	0.000000
GEOTHERMAL	0.000098	0.000021	0.000000
IND_COGEN_GAS	0.000015	0.000011	0.000000
IND_COGEN_WOOD	0.000024	0.000010	0.000000
IND_COGEN_WASTE	0.000024	0.000010	0.000000
IND_BOILER_GAS	0.000014	0.000002	0.000000
IND_BOILER_WOOD	0.683039	0.115911	0.000000
IND_BOILER_OIL	0.000014	0.000003	0.000000
IND_BOILER_COAL	0.000015	0.000003	0.000000
IND_BOILER_WASTE	0.000025	0.000004	0.000000
IND_DIRECT_ELEC	673.104311	24.768179	0.000000
DHN_HP_ELEC	163.372780	60.969452	0.000000
DHN_COGEN_GAS	0.000016	0.000005	0.000000
DHN_COGEN_WOOD	0.000016	0.000007	0.000000
DHN_COGEN_WASTE	0.000021	0.000009	0.000000
DHN_COGEN_WET_BIOMASS	0.000010	0.000018	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000029	0.000012	0.000000
DHN_BOILER_GAS	0.000003	0.000000	0.000000
DHN_BOILER_WOOD	0.000005	0.000001	0.000000
DHN_BOILER_OIL	0.000003	0.000000	0.000000
DHN_DEEP_GEO	0.000000	0.000000	0.000000
DHN_SOLAR	0.000027	0.000000	0.000000
DEC_HP_ELEC	486.812650	190.694766	0.000000
DEC_THHP_GAS	0.000034	0.000010	0.000000
DEC_COGEN_GAS	0.000030	0.000020	0.000000
DEC_COGEN_OIL	0.000030	0.000019	0.000000
DEC_ADVCOGEN_GAS	0.000046	0.000010	0.000000
DEC_ADVCOGEN_H2	0.000050	0.000009	0.000000
DEC_BOILER_GAS	0.000029	0.000007	0.000000
DEC_BOILER_WOOD	0.000045	0.000013	0.000000
COAL_STOVE	0.000032	0.000010	0.000000
DEC_BOILER_OIL	0.000025	0.000013	0.000000
DEC_SOLAR	112.994481	13.403041	0.000000
DEC_DIRECT_ELEC	42.387954	1.636535	0.000000
DEC_THHP_GAS_COLD	0.000051	0.000017	0.000000
DEC_ELEC_COLD	52.930385	23.192470	0.000000
IND_ELEC_COLD	2.798620	0.251013	0.000000
TRAMWAY_TROLLEY	188.391865	49.717353	0.000000
BUS_COACH_DIESEL	7727.552328	3866.296995	0.000000
BUS_COACH_GASOLINE	0.000026	0.000013	0.000000
BUS_COACH_HYDIESEL	0.000059	0.000023	0.000000
BUS_COACH_CNG_STOICH	0.002136	0.001056	0.000000
BUS_COACH_FC_HYBRIDH2	0.000030	0.000008	0.000000
TRAIN_PUB	0.000241	0.000125	0.000000
MOTORCYCLE	0.000793	0.000346	0.000000
CAR_GASOLINE	0.000026	0.000012	0.000000
CAR_DIESEL	0.000023	0.000010	0.000000
CAR_NG	7965.667312	3359.087316	0.000000
CAR_METHANOL	0.000031	0.000013	0.000000
CAR_HEV	0.000010	0.000006	0.000000
CAR_PHEV	0.001419	0.000736	0.000000
MOTORCYCLE_ELECTRIC	7172.488786	844.180211	0.000000
CAR_BEV	1349.796552	158.866967	0.000000
CAR_FUEL_CELL	0.000004	0.000000	0.000000
