TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	23259.504004	494.064000	60.000000	4.800000	4.800000	7.200000	0.000000	0.048828	1.000000	0.843906	0.843906	0.025393	3397.824001
CCGT	0.000517	0.000013	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000481	0.850000	0.048263	0.000123
CCGT_AMMONIA	0.000568	0.000014	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000775	0.961538	0.048263	0.000135
IMPORTED_COAL_CENTRAL	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.868000	0.036934	0.000000
LOCAL_COAL_CENTRAL	0.000621	0.000009	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000023	0.856000	0.036934	0.000063
BIOMASS_TO_POWER	0.000511	0.000021	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000391	0.868000	0.036934	0.000101
PV_ROOFTOP	4423.650644	58.331351	25.000000	5.995000	5.995000	130.000000	0.000000	0.011366	1.000000	0.157282	1.000000	0.048263	12478.173116
PV_UTILITY	51203.160558	1286.948848	25.000000	0.000000	152.662971	1400.000000	0.000000	0.344984	1.000000	0.187469	1.000000	0.048263	317757.288251
PT_POWER_BLOCK	0.000318	0.000019	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000181	1.000000	0.048263	0.000000
ST_POWER_BLOCK	0.000261	0.000021	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000106	1.000000	0.048263	0.000000
WIND_ONSHORE	48479.999994	807.360000	30.000000	7.591000	48.000000	48.000000	0.000000	0.198629	1.000000	0.343295	1.000000	0.041639	29896.799997
WIND_OFFSHORE	63891.787778	2573.240391	30.000000	0.000000	50.894786	66.210000	0.000000	0.249919	1.000000	0.407372	1.000000	0.041639	31699.817598
