Name	Used	Potential
ELECTRICITY	0.000086	Infinity
GASOLINE	0.000050	Infinity
DIESEL	0.000084	Infinity
BIOETHANOL	0.000341	Infinity
BIODIESEL	23000.783910	Infinity
LFO	0.000073	Infinity
GAS	0.000000	Infinity
GAS_RE	0.001535	Infinity
WOOD	92627.701389	215000.000000
WET_BIOMASS	0.037594	250000.000000
IMPORTED_COAL	0.000111	Infinity
LOCAL_COAL	0.000050	Infinity
URANIUM	104357.036419	Infinity
WASTE	0.000469	53829.000000
H2	0.000000	Infinity
H2_RE	0.000002	Infinity
AMMONIA	0.000000	Infinity
METHANOL	0.000059	Infinity
AMMONIA_RE	0.000801	Infinity
METHANOL_RE	0.001137	Infinity
ELEC_EXPORT	408.214986	Infinity
CO2_EMISSIONS	17956.042592	Infinity
RES_WIND	325970.547391	Infinity
RES_SOLAR	258967.797437	Infinity
RES_HYDRO	97260.768375	Infinity
RES_GEO	9040.328305	Infinity
CO2_ATM	0.000866	Infinity
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
PT_HEAT	0.000000	0.000000
ST_HEAT	0.000000	0.000000
