TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	0.000000	0.000000	60.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.843906	0.065586	0.000000
CCGT	0.000085	0.000002	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000082	0.850000	0.081224	0.000020
CCGT_AMMONIA	0.000087	0.000002	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000098	0.961538	0.081224	0.000021
IMPORTED_COAL_CENTRAL	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.868000	0.072238	0.000000
LOCAL_COAL_CENTRAL	0.000114	0.000002	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000040	0.856000	0.072238	0.000012
BIOMASS_TO_POWER	0.000090	0.000003	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000068	0.856000	0.072238	0.000018
PV_ROOFTOP	183.992624	2.558641	40.000000	0.300000	0.300000	98.400000	0.000000	0.000964	1.000000	0.159575	1.000000	0.069840	624.429353
PV_UTILITY	29003.208197	740.084038	40.000000	0.000000	104.363601	708.000000	0.000000	0.399358	1.000000	0.190036	1.000000	0.069840	217225.529398
PT_POWER_BLOCK	0.000062	0.000004	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000033	1.000000	0.081224	0.000000
ST_POWER_BLOCK	0.000054	0.000004	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000033	1.000000	0.081224	0.000000
WIND_ONSHORE	0.000698	0.000012	30.000000	0.000000	0.000001	7.300000	0.000000	0.000000	1.000000	0.001539	1.000000	0.075785	0.000453
WIND_OFFSHORE	55650.075519	2219.575280	30.000000	0.000000	48.800000	48.800000	0.000000	0.469708	1.000000	0.478004	1.000000	0.075785	30395.080000
HYDRO_DAM	39217.735798	196.056003	40.000000	9.336000	9.336000	51.200000	0.000000	0.093996	1.000000	0.500000	1.000000	0.069840	15804.727921
HYDRO_RIVER	19054.662841	190.511880	40.000000	3.777000	3.777000	27.800000	0.000000	0.035974	1.000000	0.473010	1.000000	0.069840	4769.671140
TIDAL	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.090037	0.000000
WAVE	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.090037	0.000000
GEOTHERMAL	0.000450	0.000008	30.000000	0.000000	0.000000	1.200000	0.000000	0.000000	1.000000	0.000493	0.860000	0.075785	0.001607
IND_COGEN_GAS	0.000069	0.000004	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000066	0.850000	0.081224	0.000054
IND_COGEN_WOOD	0.000091	0.000003	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000137	0.850000	0.081224	0.000015
