Name	Used	Potential
ELECTRICITY	2173.849212	Infinity
GASOLINE	0.001765	Infinity
DIESEL	32721.230310	Infinity
BIOETHANOL	0.001022	Infinity
BIODIESEL	0.001728	Infinity
LFO	0.039820	Infinity
GAS	259077.689981	Infinity
GAS_RE	0.003041	Infinity
WOOD	206906.460802	215000.000000
WET_BIOMASS	249999.999969	250000.000000
COAL	57265.214981	Infinity
URANIUM	105110.620601	Infinity
WASTE	0.017791	53829.000000
H2	0.000008	Infinity
H2_RE	0.000003	Infinity
AMMONIA	0.000000	Infinity
METHANOL	0.002629	Infinity
AMMONIA_RE	0.002372	Infinity
METHANOL_RE	0.001942	Infinity
ELEC_EXPORT	5064.516073	Infinity
CO2_EMISSIONS	175813.000524	Infinity
RES_WIND	140842.773120	Infinity
RES_SOLAR	776512.950046	Infinity
RES_HYDRO	60329.053207	Infinity
RES_GEO	0.043047	Infinity
CO2_ATM	0.000508	Infinity
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
PT_HEAT	0.000000	0.000000
ST_HEAT	0.000000	0.000000
