source,target,realValue,layerID,layerColor,layerUnit
Wood,Gasifi. to HVC,74.74,Wood,#CD853F,TWh
Elec,Gasifi. to HVC,0.90,Electricity,#00BFFF,TWh
Heat HT,Gasifi. to HVC,1.63,Heat HT,#DC143C,TWh
Gasifi. to HVC,HVC,31.39,HVC,#00FFFF,TWh
HVC,Non-energy demand,31.39,HVC,#00FFFF,TWh
Fossil gasoline,Gasoline,18.87,Gasoline,#808080,TWh
Gasoline,Mob priv,18.87,Gasoline,#808080,TWh
Nat. gas,Gas,53.21,Gas,#FFD700,TWh
Nat. gas,Gas sto.,27.19,GAS,#FFD700,TWh
Gas sto.,Gas,26.65,GAS,#FFD700,TWh
Gas,Mob public,88.10,GAS,#FFD700,TWh
Gas,Freight,6.74,GAS,#FFD700,TWh
Gas,refrig. cycles,0.03,GAS,#FFD700,TWh
Electricity,Elec,0.07,Electricity,#00BFFF,TWh
Wind,Elec,94.48,Wind,#27AE34,TWh
Hydro River,Elec,16.37,Hydro River,#0000FF,TWh
Hydro Dams,Elec,40.89,Hydro Dam,#0000FF,TWh
Coal,Boilers,41.04,Coal,#A0522D,TWh
PV,Elec,0.50,PV,#FFFF00,TWh
PV,Elec,28.69,PV,#FFFF00,TWh
Waste,Boilers,10.35,Waste,#808000,TWh
Wet biomass,Biomethanation,49.78,Wood,#CD853F,TWh
Biomethanation,Gas,14.88,GAS,#FFD700,TWh
Elec,Mob priv,13.68,Electricity,#00BFFF,TWh
Elec,Mob public,0.75,Electricity,#00BFFF,TWh
Elec,Freight,2.80,Electricity,#00BFFF,TWh
Elec,Exp & Loss,8.44,Electricity,#00BFFF,TWh
Elec,Curt.,0.08,Electricity,#00BFFF,TWh
Elec,Elec demand,93.95,Electricity,#00BFFF,TWh
PV,Curt.,1.34,Solar,#FFFF00,TWh
Wind,Curt.,0.36,Wind,#27AE34,TWh
Elec,Storage,12.88,Electricity,#00BFFF,TWh
Storage,Elec demand,12.47,Electricity,#00BFFF,TWh
Elec,HPs,22.26,Electricity,#00BFFF,TWh
Elec,refrig. cycles,2.24,Electricity,#00BFFF,TWh
Elec,refrig. cycles,0.16,Electricity,#00BFFF,TWh
Elec,Dec. sto,0.30,Electricity,#00BFFF,TWh
Elec,Heat LT Dec,0.05,Electricity,#00BFFF,TWh
Elec,Electrolyser,19.48,Electricity,#00BFFF,TWh
Heat HT,Electrolyser,3.44,Heat HT,#DC143C,TWh
Electrolyser,H2 prod,18.10,Electricity,#00BFFF,TWh
Electrolyser,DHN,0.34,Heat LT,#FA8072,TWh
H2 prod,H2 sto.,0.29,H2,#FF00FF,TWh
H2 sto.,H2,0.25,H2,#FF00FF,TWh
H2 prod,H2,17.81,H2,#FF00FF,TWh
H2,Freight,18.07,H2,#FF00FF,TWh
HPs,Dec. sto,22.83,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,15.30,Heat LT,#FA8072,TWh
HPs,DHN,38.19,Heat LT,#FA8072,TWh
refrig. cycles,Space cooling,7.18,SPACE_COOLING,#FA8072,TWh
refrig. cycles,Process cooling,0.39,PROCESS_COOLING,#FA8072,TWh
Dec. sto,Heat LT Dec,20.76,Heat LT,#FA8072,TWh
Boilers,Heat HT,42.13,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,15.02,Heat LT,#FA8072,TWh
DHN,Loss DHN,1.93,Heat LT,#FA8072,TWh
DHN,DHN Sto,21.59,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,21.10,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,37.06,Heat HT,#DC143C,TWh
