Name	Used	Potential
ELECTRICITY	2209.999752	2210.000000
GASOLINE	13014.917520	Infinity
DIESEL	214907.491245	272000.000000
BIOETHANOL	0.002206	619.000000
BIODIESEL	0.001910	1330.000000
LFO	176009.602313	Infinity
GAS	460508.362665	Infinity
GAS_RE	0.000000	0.000000
WOOD	40000.000402	40000.000000
WET_BIOMASS	0.000000	0.000000
IMPORTED_COAL	110208.454919	Infinity
LOCAL_COAL	350247.360280	Infinity
URANIUM	0.000000	0.000000
WASTE	120.999995	121.000000
H2	0.000000	0.000000
H2_RE	0.000000	0.000000
AMMONIA	0.000000	0.000000
METHANOL	0.000000	0.000000
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	0.001250	Infinity
CO2_EMISSIONS	146110.996674	Infinity
RES_WIND	22276.547803	Infinity
RES_SOLAR	19209.624951	Infinity
RES_HYDRO	88807.213582	Infinity
RES_GEO	31509.238131	Infinity
CO2_ATM	0.000333	Infinity
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
PT_HEAT	0.000000	0.000000
ST_HEAT	0.000000	0.000000
