Name	Used	Potential
ELECTRICITY	0.000502	Infinity
GASOLINE	0.004072	Infinity
DIESEL	0.001273	Infinity
BIOETHANOL	0.000922	100000.000000
BIODIESEL	0.000608	100000.000000
LFO	0.004959	Infinity
GAS	63179.029818	Infinity
GAS_RE	0.000000	0.000000
WOOD	75073.000046	75073.000000
WET_BIOMASS	0.012335	49782.000000
IMPORTED_COAL	0.000000	Infinity
LOCAL_COAL	25896.393426	Infinity
URANIUM	0.000000	0.000000
WASTE	10346.999992	10347.000000
H2	0.000004	Infinity
H2_RE	0.000000	0.000000
AMMONIA	0.000681	Infinity
METHANOL	0.000752	Infinity
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	110.516425	Infinity
H2_EXPORT	0.000031	Infinity
GAS_RE_EXPORT	0.000077	Infinity
AMMONIA_EXPORT	0.000027	Infinity
METHANOL_EXPORT	0.000395	Infinity
CO2_EMISSIONS	32273.589633	Infinity
RES_WIND	38192.545060	Infinity
RES_SOLAR	27441.635914	Infinity
RES_HYDRO	57254.988409	Infinity
RES_GEO	0.001089	Infinity
CO2_ATM	0.000334	Infinity
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
PT_HEAT	0.000000	0.000000
ST_HEAT	0.000000	0.000000
