TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	42002.961623	696.482021	60.000000	4.800000	4.800000	7.200000	0.000000	0.032451	1.000000	0.843906	0.843906	0.025393	3397.824002
CCGT	0.002298	0.000073	25.000000	0.000000	0.000003	Infinity	0.000000	0.000000	1.000000	0.002744	0.850000	0.048263	0.000483
CCGT_AMMONIA	0.014813	0.000467	25.000000	0.000000	0.000017	Infinity	0.000000	0.000000	1.000000	0.013276	0.961538	0.048263	0.003111
IMPORTED_COAL_CENTRAL	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.868000	0.036934	0.000000
LOCAL_COAL_CENTRAL	0.001227	0.000057	35.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000015	0.856000	0.036934	0.000291
BIOMASS_TO_POWER	0.002322	0.000097	35.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.001924	0.868000	0.036934	0.000326
PV_ROOFTOP	6236.020633	82.229710	25.000000	5.995000	5.995000	130.000000	0.000000	0.006011	1.000000	0.125148	1.000000	0.048263	12478.173757
PV_UTILITY	159772.715013	4008.084887	25.000000	0.000000	337.273824	1400.000000	0.000000	0.490160	1.000000	0.181408	1.000000	0.048263	702011.855172
PT_POWER_BLOCK	0.001082	0.000065	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000559	1.000000	0.048263	0.000000
ST_POWER_BLOCK	0.000833	0.000068	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000308	1.000000	0.048263	0.000000
