source,target,realValue,layerID,layerColor,layerUnit
H2,Haber-Bosch,0.98,H2,#FF00FF,TWh
Elec,Haber-Bosch,0.11,Electricity,#00BFFF,TWh
Haber-Bosch,DHN,0.12,DHN,#FA8072,TWh
Haber-Bosch,Ammonia,0.87,Ammonia,#000ECD,TWh
Ammonia,H2,0.87,H2,#FF00FF,TWh
Methanol RE,Methanol,44.11,Methanol,#CC0066,TWh
H2,Methanolation,0.00,H2,#FF00FF,TWh
Elec,Methanolation,1.26,Electricity,#00BFFF,TWh
Methanolation,DHN,3.08,DHN,#FA8072,TWh
Methanolation,Methanol,37.04,Methanol,#CC0066,TWh
Wood,Gasifi. to HVC,51.22,Wood,#CD853F,TWh
Elec,Gasifi. to HVC,0.62,Electricity,#00BFFF,TWh
Heat HT,Gasifi. to HVC,1.12,Heat HT,#DC143C,TWh
Gasifi. to HVC,HVC,21.51,HVC,#00FFFF,TWh
Methanol,MTO,81.16,Methanol,#CC0066,TWh
Heat HT,MTO,21.58,Heat HT,#DC143C,TWh
MTO,HVC,65.39,HVC,#00FFFF,TWh
HVC,Non-energy demand,86.90,HVC,#00FFFF,TWh
Bio-diesel,Diesel,32.72,Diesel,#D3D3D3,TWh
Diesel,Mob public,32.72,Diesel,#D3D3D3,TWh
Nat. gas,Gas sto.,0.00,GAS,#FFD700,TWh
Gas sto.,Gas,0.00,GAS,#FFD700,TWh
Uranium,Elec,105.11,Nuclear,#FFC0CB,TWh
Wind,Elec,141.21,Wind,#27AE34,TWh
Hydro Dams,Elec,56.66,Hydro Dam,#0000FF,TWh
PV,Elec,888.42,PV,#FFFF00,TWh
CSP,Elec,37.88,CSP,#FFFF00,TWh
Wood,Boilers,41.16,Wood,#CD853F,TWh
Elec,Mob priv,39.68,Electricity,#00BFFF,TWh
Elec,Mob public,7.99,Electricity,#00BFFF,TWh
Elec,Freight,6.77,Electricity,#00BFFF,TWh
Elec,Exp & Loss,54.04,Electricity,#00BFFF,TWh
Elec,Curt.,1.08,Electricity,#00BFFF,TWh
Elec,Elec demand,-26.15,Electricity,#00BFFF,TWh
PV,Curt.,10.08,Solar,#FFFF00,TWh
Wind,Curt.,5.12,Wind,#27AE34,TWh
Elec,Storage,386.39,Electricity,#00BFFF,TWh
Storage,Elec demand,268.51,Electricity,#00BFFF,TWh
Elec,HPs,194.57,Electricity,#00BFFF,TWh
Elec,refrig. cycles,157.34,Electricity,#00BFFF,TWh
Elec,refrig. cycles,12.09,Electricity,#00BFFF,TWh
Elec,HT sto,63.79,Electricity,#00BFFF,TWh
HT sto,Heat HT,63.40,Heat HT,#DC143C,TWh
Elec,Heat HT,50.23,Electricity,#00BFFF,TWh
Elec,Electrolyser,191.74,Electricity,#00BFFF,TWh
Heat HT,Electrolyser,33.84,Heat HT,#DC143C,TWh
Electrolyser,H2 prod,178.20,Electricity,#00BFFF,TWh
Electrolyser,DHN,3.38,Heat LT,#FA8072,TWh
H2 prod,H2 sto.,6.68,H2,#FF00FF,TWh
H2 sto.,H2,5.77,H2,#FF00FF,TWh
H2 prod,H2,171.53,H2,#FF00FF,TWh
H2,Freight,130.85,H2,#FF00FF,TWh
H2,Biofuels Prod,46.15,H2,#FF00FF,TWh
HPs,Dec. sto,64.55,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,258.56,Heat LT,#FA8072,TWh
HPs,DHN,347.51,Heat LT,#FA8072,TWh
refrig. cycles,Space cooling,393.34,SPACE_COOLING,#FA8072,TWh
refrig. cycles,Process cooling,24.35,PROCESS_COOLING,#FA8072,TWh
Dec. sto,Heat LT Dec,59.87,Heat LT,#FA8072,TWh
Boilers,Heat HT,35.58,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,223.11,Heat LT,#FA8072,TWh
DHN,Loss DHN,17.71,Heat LT,#FA8072,TWh
DHN,DHN Sto,113.33,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,95.33,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,92.59,Heat HT,#DC143C,TWh
