Category;Subcategory;Technologies name;Technologies param;c_inv;c_maint;gwp_constr;lifetime;c_p;fmin_perc;fmax_perc;f_min;f_max;Comment
;;Name (simplified);Name (in model and documents);"[MUSD/GW]
[MUSD/GWh] 
[MUSD/(Mkmpass/h)] 
[MUSD/(Mtonkm/h)]";"[MUSD/GW]
[MUSD/GWh] 
[MUSD/(Mkmpass/h)] 
[MUSD/(Mtonkm/h)]";"[ktonCO2_eq/GW]
[ktonCO2_eq/GWh]
[ktonCO2_eq/(Mkmpass/h)]
[ktonCO2_eq/(Mtonkm/h)]";[years];[];[];[];[GW];[GW];
Electricity;Electricity;Nuclear;NUCLEAR;8750.617;145.100421;707.88;60;0.843906;0;1;4.8;7.2;
Electricity;Electricity;Combined cycle gas turbine;CCGT;875.062;27.813381;183.79;25;0.85;0;1;0;1000000000000000;
Electricity;Electricity;Amonia combined cycle gas turbine;CCGT_AMMONIA ;875.062;27.559635;183.79;25;0.961538462;0;1;0;1000000000000000;
Electricity;Electricity;Coal power plant;IMPORTED_COAL_CENTRAL;1283.424;41.5016;331.6;35;0.868;0;1;0;0;
Electricity;Electricity;Lignite power plant;LOCAL_COAL_CENTRAL;1400.099;64.563;331.6;35;0.856;0;1;0;1000000000000000;
Electricity;Electricity;Biomass power plant;BIOMASS_TO_POWER;2364.095094;98.594418;331.6;35;0.868;0;1;0;1000000000000000;
Electricity;Electricity;Photovoltaic rooftop;PV_ROOFTOP;1040.203533;13.716381;2081.43;25;1;0;1;5.995;130;
Electricity;Electricity;Photovoltaic utility scale;PV_UTILITY;473.7181;11.883771;2081.43;25;1;0;1;0;1400;
Electricity;Electricity;Parabolic trough power block;PT_POWER_BLOCK;1472.530329;88.317705;0;25;1;0;1;0;1000000000000000;
Electricity;Electricity;Solar tower power block;ST_POWER_BLOCK;1082.917443;88.8111;0;25;1;0;1;0;1000000000000000;
Electricity;Electricity;Wind onshore;WIND_ONSHORE;947.191;23.711154;622.85;30;1;0;1;7.591;48;
Electricity;Electricity;Wind offshore;WIND_OFFSHORE;1176.907;71.274432;622.85;30;1;0;1;0;66.21;
Electricity;Electricity;Hydro dam;HYDRO_DAM;2333.498;11.667;1692.88;40;1;0;1;15.677;19.943;
Electricity;Electricity;Hydro river;HYDRO_RIVER;1750.123;8.167;1262.82;40;1;0;1;12.826;16.317;
Electricity;Electricity;Tidal;TIDAL;4041.6099;250.9266;0;20;1;0;1;0;0;
Electricity;Electricity;Wave;WAVE;2691.1173;59.2074;0;20;1;0;0;0;0;
Electricity;Electricity;Geothermal power plant;GEOTHERMAL;3738.12932903665;138.656;24929.09;30;0.86;0;1;1.2;4.2;
Heat;Heat high temperature;Cogeneration gas (industry);IND_COGEN_GAS;1988.6978;127.8316;1024.32;25;0.85;0;1;0;1000000000000000;
Heat;Heat high temperature;Cogeneration wood (industry);IND_COGEN_WOOD;1526.5049;55.8892;165.33;25;0.85;0;1;0;1000000000000000;
Heat;Heat high temperature;Cogeneration waste (industry);IND_COGEN_WASTE;4135.3157;152.4492;647.82;25;0.85;0;1;0;1000000000000000;
Heat;Heat high temperature;Boiler gas (industry);IND_BOILER_GAS;83.1761;1.6665;12.32;17;0.95;0;1;0;1000000000000000;
Heat;Heat high temperature;Boiler wood (industry);IND_BOILER_WOOD;162.6799;3.2536;28.87;17;0.9;0;1;0;1000000000000000;
Heat;Heat high temperature;Boiler oil (industry);IND_BOILER_OIL;77.4841;1.6665;12.32;17;0.95;0;1;0;1000000000000000;
Heat;Heat high temperature;Boiler coal (industry);IND_BOILER_COAL;162.6799;3.2536;48.18;17;0.9;0;1;0;1000000000000000;
Heat;Heat high temperature;Boiler waste (industry);IND_BOILER_WASTE;162.6799;3.2536;28.87;17;0.9;0;1;0;1000000000000000;
Heat;Heat high temperature;Electrical resistors (industry);IND_DIRECT_ELEC;469.3961;2.1294;1.47;15;0.95;0;1;0;1000000000000000;
Heat;Heat low temperature centralised;Heat pump (DHN);DHN_HP_ELEC;486.9381;16.5117;174.79;25;0.95;0;1;0;1000000000000000;
Heat;Heat low temperature centralised;Cogeneration gas (DHN);DHN_COGEN_GAS;1771.8383;51.8048;490.88;25;0.85;0;1;0;1000000000000000;
Heat;Heat low temperature centralised;Cogeneration wood (DHN);DHN_COGEN_WOOD;1526.5049;55.8892;165.33;25;0.85;0;1;0;1000000000000000;
Heat;Heat low temperature centralised;Cogeneration waste (DHN);DHN_COGEN_WASTE;4135.3157;152.4492;647.82;25;0.85;0;1;0;1000000000000000;
Heat;Heat low temperature centralised;Cogeneration wet biomass (DHN);DHN_COGEN_WET_BIOMASS;1941.2553;157.9883;1513;25;0.7455;0;1;0;1000000000000000;
Heat;Heat low temperature centralised;Cogeneration hydrolysis (DHN);DHN_COGEN_BIO_HYDROLYSIS;6407.9053;312.516393;988;15;0.8449;0;1;0;1000000000000000;
Heat;Heat low temperature centralised;Boiler gas (DHN);DHN_BOILER_GAS;83.1761;1.663446;12.32;17;0.95;0;1;0;1000000000000000;
Heat;Heat low temperature centralised;Boiler wood (DHN);DHN_BOILER_WOOD;162.6799;3.24231;28.87;17;0.9;0;1;0;1000000000000000;
Heat;Heat low temperature centralised;Boiler oil (DHN);DHN_BOILER_OIL;77.4841;1.663446;12.32;17;0.95;0;1;0;1000000000000000;
Heat;Heat low temperature centralised;Geothermal (DHN);DHN_DEEP_GEO;2118.5959;80.409288;808.76;30;0.85;0;1;0;30.8;
Heat;Heat low temperature centralised;Solar thermal (DHN);DHN_SOLAR;511.2878;0.606171;221.22;30;1;0;1;0;1000000000000000;
Heat;Heat low temperature decentralised;Electrical heat pump (decentralised);DEC_HP_ELEC;694.956;29.674185;164.89;18;1;0;1;0;1000000000000000;
Heat;Heat low temperature decentralised;Thermal heat pump gas (decentralised);DEC_THHP_GAS;445.8656;13.0315;381.93;20;1;0;1;0;1000000000000000;
Heat;Heat low temperature decentralised;Cogeneration gas (decentralised);DEC_COGEN_GAS;1988.6978;127.8316;1024.32;20;1;0;1;0;1000000000000000;
Heat;Heat low temperature decentralised;Cogeneration oil (decentralised);DEC_COGEN_OIL;1843.9694;113.1355;1024.32;20;1;0;1;0;1000000000000000;
Heat;Heat low temperature decentralised;Advanced cogeneration (Fuel cell) gas (decentralised);DEC_ADVCOGEN_GAS;10228.9767;190.6302;2193.45;20;1;0;1;0;1000000000000000;
Heat;Heat low temperature decentralised;Advanced cogeneration (Fuel cell) gas (decentralised);DEC_ADVCOGEN_H2;10228.9767;190.6302;2193.45;20;1;0;1;0;1000000000000000;
Heat;Heat low temperature decentralised;Bioler gas (decentralised);DEC_BOILER_GAS;223.9215;6.710172;21.09;17;1;0;1;0;1000000000000000;
Heat;Heat low temperature decentralised;Boiler wood (decentralised);DEC_BOILER_WOOD;653.149;22.808946;21.09;17;1;0;1;0;1000000000000000;
Heat;Heat low temperature decentralised;Coal stove;COAL_STOVE;653.149;22.808946;21.09;17;1;0;1;0;1000000000000000;
Heat;Heat low temperature decentralised;Boiler oil (decentralised);DEC_BOILER_OIL;201.0971;12.038838;21.09;17;1;0;1;0;1000000000000000;
Heat;Heat low temperature decentralised;Solar thermal (decentralised);DEC_SOLAR;1015.6125;11.404473;221.22;20;1;0;1;0;1000000000000000;
Heat;Heat low temperature decentralised;Direct electrical heaters (decentralised);DEC_DIRECT_ELEC;56.4676;0.253746;1.47;15;1;0;1;0;1000000000000000;
Cold;Space cooling;Electrical refrigeration cycle;DEC_ELEC_COLD;669.7164;28.560522;164.89;20;1;0;1;0;1000000000000000;
Cold;Space cooling;Thermal refrigeration cycle gas;DEC_THHP_GAS_COLD;429.7078;12.884658;381.93;20;1;0;1;0;1000000000000000;
Cold;Process cooling;Industrial electric cooling;IND_ELEC_COLD;872.1271;7.062597;174.79;20;0.95;0;1;0;1000000000000000;
Mobility;Passenger public;Tram or metro;TRAMWAY_TROLLEY;882.7483;17.62125;0;30;0.342465753;0;0;0;1000000000000000;
Mobility;Passenger public;Bus diesel;BUS_COACH_DIESEL;863.1301;43.080432;0;15;0.296803653;0;1;0;1000000000000000;
Mobility;Passenger public;Bus gasoline;BUS_COACH_GASOLINE;863.1301;43.080432;0;15;0.296803653;0;1;0;0;
Mobility;Passenger public;Bus diesel hybrid;BUS_COACH_HYDIESEL;1176.993;46.985301;0;15;0.296803653;0;0;0;1000000000000000;
