Category;Subcategory;Technologies name;Technologies param;c_inv;c_maint;gwp_constr;lifetime;c_p;fmin_perc;fmax_perc;f_min;f_max;Comment
;;Name (simplified);Name (in model and documents);"[MUSD/GW]
[MUSD/GWh] 
[MUSD/(Mkmpass/h)] 
[MUSD/(Mtonkm/h)]";"[MUSD/GW]
[MUSD/GWh] 
[MUSD/(Mkmpass/h)] 
[MUSD/(Mtonkm/h)]";"[ktonCO2_eq/GW]
[ktonCO2_eq/GWh]
[ktonCO2_eq/(Mkmpass/h)]
[ktonCO2_eq/(Mtonkm/h)]";[years];[];[];[];[GW];[GW];
Electricity;Electricity;Nuclear;NUCLEAR;4845.73;102.93;707.88;60;0.843906;0;1;4.8;7.2;
Electricity;Electricity;Combined cycle gas turbine;CCGT;771.99;19.73;183.79;25;0.85;0;1;0;1000000000000000;
Electricity;Electricity;Amonia combined cycle gas turbine;CCGT_AMMONIA ;771.99;19.55;183.79;25;0.961538462;0;1;0;1000000000000000;
Electricity;Electricity;Coal power plant;IMPORTED_COAL_CENTRAL;2516.71;29.7;331.6;35;0.868;0;1;0;0;
Electricity;Electricity;Lignite power plant;LOCAL_COAL_CENTRAL;3245.81;48.95;331.6;35;0.856;0;1;0;1000000000000000;
Electricity;Electricity;Biomass power plant;BIOMASS_TO_POWER;1677.02;69.94;331.6;35;0.868;0;1;0;1000000000000000;
Electricity;Electricity;Photovoltaic rooftop;PV_ROOFTOP;737.89;9.73;2081.43;25;1;0;1;5.995;130;
Electricity;Electricity;Photovoltaic utility scale;PV_UTILITY;335.4;8.43;2081.43;25;1;0;1;0;1400;
Electricity;Electricity;Parabolic trough power block;PT_POWER_BLOCK;1044.57;62.65;0;25;1;0;1;0;1000000000000000;
Electricity;Electricity;Solar tower power block;ST_POWER_BLOCK;768.19;63;0;25;1;0;1;0;1000000000000000;
Electricity;Electricity;Wind onshore;WIND_ONSHORE;1010;16.82;622.85;30;1;0;1;7.591;48;
Electricity;Electricity;Wind offshore;WIND_OFFSHORE;1255.37;50.56;622.85;30;1;0;1;0;66.21;
