TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	0.000000	0.000000	60.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.843906	0.065586	0.000000
CCGT	0.000162	0.000004	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000183	0.850000	0.081224	0.000039
CCGT_AMMONIA	0.000168	0.000004	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000222	0.961538	0.081224	0.000040
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.868000	0.072238	0.000000
COAL_IGCC	0.000225	0.000003	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000091	0.856000	0.072238	0.000023
BIOMASS_TO_POWER	0.000189	0.000007	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000159	0.856000	0.072238	0.000038
PV_ROOFTOP	183.992570	2.558641	40.000000	0.300000	0.300000	98.400000	0.000000	0.000859	1.000000	0.141278	1.000000	0.069840	624.429170
PV_UTILITY	28394.424304	724.549507	40.000000	0.000000	102.172985	708.000000	0.000000	0.392320	1.000000	0.189371	1.000000	0.069840	212665.916452
PT_POWER_BLOCK	0.000122	0.000007	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000083	1.000000	0.081224	0.000000
ST_POWER_BLOCK	0.000103	0.000008	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000078	1.000000	0.081224	0.000000
WIND_ONSHORE	0.001782	0.000030	30.000000	0.000000	0.000002	7.300000	0.000000	0.000000	1.000000	0.003930	1.000000	0.075785	0.001156
WIND_OFFSHORE	55650.075397	2219.575275	30.000000	0.000000	48.800000	48.800000	0.000000	0.475586	1.000000	0.480638	1.000000	0.075785	30395.079933
HYDRO_DAM	39217.737625	196.056012	40.000000	9.336000	9.336001	51.200000	0.000000	0.094650	1.000000	0.500000	1.000000	0.069840	15804.728657
HYDRO_RIVER	19054.666512	190.511917	40.000000	3.777000	3.777001	27.800000	0.000000	0.036585	1.000000	0.477708	1.000000	0.069840	4769.672059
TIDAL	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.090037	0.000000
WAVE	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.090037	0.000000
GEOTHERMAL	0.001055	0.000020	30.000000	0.000000	0.000000	1.200000	0.000000	0.000000	1.000000	0.001158	0.860000	0.075785	0.003769
IND_COGEN_GAS	0.000133	0.000009	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000152	0.850000	0.081224	0.000104
IND_COGEN_WOOD	0.000188	0.000007	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000333	0.850000	0.081224	0.000031
IND_COGEN_WASTE	0.000222	0.000008	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000285	0.850000	0.081224	0.000054
