Name	Used	Potential
ELECTRICITY	0.000080	Infinity
GASOLINE	0.000079	Infinity
DIESEL	0.000124	Infinity
BIOETHANOL	0.000247	100000.000000
BIODIESEL	0.001250	100000.000000
LFO	0.000204	Infinity
GAS	0.000001	Infinity
GAS_RE	0.000000	0.000000
WOOD	75073.000060	75073.000000
WET_BIOMASS	49781.999519	49782.000000
IMPORTED_COAL	0.000000	Infinity
LOCAL_COAL	0.000228	Infinity
URANIUM	0.000000	0.000000
WASTE	1323.419293	10347.000000
H2	0.000000	Infinity
H2_RE	0.000000	0.000000
AMMONIA	0.000067	Infinity
METHANOL	0.000089	Infinity
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	345.330369	Infinity
H2_EXPORT	0.000011	Infinity
GAS_RE_EXPORT	0.000007	Infinity
AMMONIA_EXPORT	0.000000	Infinity
METHANOL_EXPORT	0.000004	Infinity
CO2_EMISSIONS	13310.747858	Infinity
RES_WIND	204341.132702	Infinity
RES_SOLAR	174155.408460	Infinity
RES_HYDRO	56541.941012	Infinity
RES_GEO	0.000432	Infinity
CO2_ATM	0.000125	Infinity
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
PT_HEAT	0.000000	0.000000
ST_HEAT	0.000000	0.000000
