Name	C_inv	C_maint	C_op
NUCLEAR	0.000000	0.000000	0.000000
CCGT	0.000007	0.000002	0.000000
CCGT_AMMONIA	0.000006	0.000002	0.000000
COAL_US	0.000000	0.000000	0.000000
COAL_IGCC	0.000008	0.000002	0.000000
PV_ROOFTOP	17.980349	2.918008	0.000000
PV_UTILITY	1431.270117	443.046512	0.000000
PT_POWER_BLOCK	0.000005	0.000003	0.000000
ST_POWER_BLOCK	14.661380	18.050444	0.000000
WIND_ONSHORE	0.000117	0.000023	0.000000
WIND_OFFSHORE	0.000024	0.000003	0.000000
HYDRO_DAM	4415.716702	316.103642	0.000000
HYDRO_RIVER	1330.784997	190.530003	0.000000
TIDAL	0.000000	0.000000	0.000000
WAVE	0.000000	0.000000	0.000000
GEOTHERMAL	0.000025	0.000005	0.000000
IND_COGEN_GAS	0.000007	0.000005	0.000000
IND_COGEN_WOOD	0.000008	0.000003	0.000000
IND_COGEN_WASTE	0.000009	0.000004	0.000000
IND_BOILER_GAS	0.000083	0.000014	0.000000
IND_BOILER_WOOD	21.085519	3.578202	0.000000
IND_BOILER_OIL	0.000005	0.000001	0.000000
IND_BOILER_COAL	0.000032	0.000005	0.000000
IND_BOILER_WASTE	27.832180	4.723108	0.000000
IND_DIRECT_ELEC	498.422134	18.340410	0.000000
DHN_HP_ELEC	164.633354	61.439889	0.000000
DHN_COGEN_GAS	0.000006	0.000002	0.000000
DHN_COGEN_WOOD	0.000005	0.000002	0.000000
DHN_COGEN_WASTE	0.000007	0.000003	0.000000
DHN_COGEN_WET_BIOMASS	0.000004	0.000007	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000012	0.000005	0.000000
DHN_BOILER_GAS	0.000001	0.000000	0.000000
DHN_BOILER_WOOD	0.000002	0.000000	0.000000
DHN_BOILER_OIL	0.000001	0.000000	0.000000
DHN_DEEP_GEO	0.000000	0.000000	0.000000
DHN_SOLAR	0.000007	0.000000	0.000000
DEC_HP_ELEC	544.140056	213.151118	0.000000
DEC_THHP_GAS	0.000021	0.000006	0.000000
DEC_COGEN_GAS	0.000012	0.000008	0.000000
DEC_COGEN_OIL	0.000010	0.000006	0.000000
DEC_ADVCOGEN_GAS	0.000017	0.000004	0.000000
DEC_ADVCOGEN_H2	0.000016	0.000003	0.000000
DEC_BOILER_GAS	0.000011	0.000003	0.000000
DEC_BOILER_WOOD	0.000015	0.000005	0.000000
COAL_STOVE	0.000013	0.000004	0.000000
DEC_BOILER_OIL	0.000008	0.000004	0.000000
DEC_SOLAR	0.002923	0.000347	0.000000
DEC_DIRECT_ELEC	30.556122	1.179726	0.000000
DEC_THHP_GAS_COLD	0.000024	0.000008	0.000000
DEC_ELEC_COLD	52.252646	22.895506	0.000000
IND_ELEC_COLD	2.798620	0.251013	0.000000
TRAMWAY_TROLLEY	188.391865	49.717353	0.000000
BUS_COACH_DIESEL	0.000008	0.000004	0.000000
BUS_COACH_GASOLINE	0.000001	0.000000	0.000000
BUS_COACH_HYDIESEL	0.000003	0.000001	0.000000
BUS_COACH_CNG_STOICH	7822.487751	3866.298156	0.000000
BUS_COACH_FC_HYBRIDH2	0.000001	0.000000	0.000000
TRAIN_PUB	0.000003	0.000001	0.000000
MOTORCYCLE	0.000288	0.000126	0.000000
CAR_GASOLINE	0.000013	0.000006	0.000000
CAR_DIESEL	0.000010	0.000004	0.000000
CAR_NG	8869.825748	3740.367003	0.000000
CAR_METHANOL	0.000004	0.000002	0.000000
CAR_HEV	0.000002	0.000001	0.000000
CAR_PHEV	0.000480	0.000249	0.000000
MOTORCYCLE_ELECTRIC	7172.489563	844.180303	0.000000
CAR_BEV	0.004425	0.000521	0.000000
CAR_FUEL_CELL	0.000001	0.000000	0.000000
TRAIN_FREIGHT	99.834379	28.588089	0.000000
BOAT_FREIGHT_DIESEL	0.000012	0.000009	0.000000
BOAT_FREIGHT_NG	279.673925	209.146198	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000	0.000000
TRUCK_DIESEL	0.000024	0.000012	0.000000
TRUCK_GASOLINE	0.000000	0.000000	0.000000
TRUCK_METHANOL	0.000000	0.000000	0.000000
TRUCK_FUEL_CELL	0.000028	0.000007	0.000000
TRUCK_ELEC	0.000000	0.000000	0.000000
TRUCK_NG	1900.884079	939.517040	0.000000
HABER_BOSCH	0.000008	0.000001	0.000000
OIL_TO_HVC	16.194733	0.715914	0.000000
GAS_TO_HVC	0.000007	0.000002	0.000000
BIOMASS_TO_HVC	973.326501	169.742619	0.000000
METHANOL_TO_HVC	0.000016	0.000014	0.000000
SYN_METHANOLATION	0.000013	0.000003	0.000000
METHANE_TO_METHANOL	0.000014	0.000006	0.000000
BIOMASS_TO_METHANOL	0.000033	0.000003	0.000000
DAM_STORAGE	0.000000	0.000000	0.000000
PHS	0.000000	0.000000	0.000000
BATT_LI	0.000040	0.000000	0.000000
BEV_BATT	0.000000	0.000000	0.000000
PHEV_BATT	0.000000	0.000000	0.000000
TS_DEC_DIRECT_ELEC	26.972436	2.324731	0.000000
TS_DEC_HP_ELEC	115.211763	9.930004	0.000000
TS_DEC_THHP_GAS	0.000021	0.000002	0.000000
TS_DEC_COGEN_GAS	0.000020	0.000002	0.000000
TS_DEC_COGEN_OIL	0.000020	0.000002	0.000000
TS_DEC_ADVCOGEN_GAS	0.000019	0.000002	0.000000
TS_DEC_ADVCOGEN_H2	0.000020	0.000002	0.000000
TS_DEC_BOILER_GAS	0.000020	0.000002	0.000000
TS_DEC_BOILER_WOOD	0.000020	0.000002	0.000000
TS_COAL_STOVE	0.000212	0.000018	0.000000
