Name	C_inv	C_maint	C_op
NUCLEAR	0.000000	0.000000	0.000000
CCGT	25.834626	8.128878	0.000000
CCGT_AMMONIA	0.000286	0.000089	0.000000
IMPORTED_COAL_CENTRAL	0.000000	0.000000	0.000000
LOCAL_COAL_CENTRAL	0.000103	0.000021	0.000000
BIOMASS_TO_POWER	0.000039	0.000021	0.000000
PV_ROOFTOP	12.850110	2.558640	0.000000
PV_UTILITY	497.766070	181.866898	0.000000
PT_POWER_BLOCK	0.000030	0.000022	0.000000
ST_POWER_BLOCK	0.000026	0.000027	0.000000
WIND_ONSHORE	0.000155	0.000034	0.000000
WIND_OFFSHORE	2356.721422	1240.304235	0.000000
HYDRO_DAM	2738.981963	196.056016	0.000000
HYDRO_RIVER	1330.784998	190.511880	0.000000
TIDAL	0.000000	0.000000	0.000000
WAVE	0.000000	0.000000	0.000000
GEOTHERMAL	0.000104	0.000025	0.000000
IND_COGEN_GAS	0.000035	0.000028	0.000000
IND_COGEN_WOOD	0.000033	0.000015	0.000000
IND_COGEN_WASTE	0.000047	0.000021	0.000000
IND_BOILER_GAS	0.000027	0.000006	0.000000
IND_BOILER_WOOD	0.000028	0.000006	0.000000
IND_BOILER_OIL	0.000027	0.000006	0.000000
IND_BOILER_COAL	60.001538	12.200008	0.000000
IND_BOILER_WASTE	12.173514	2.475219	0.000000
IND_DIRECT_ELEC	0.000074	0.000003	0.000000
DHN_HP_ELEC	159.792890	66.709290	0.000000
DHN_COGEN_GAS	0.000045	0.000016	0.000000
DHN_COGEN_WOOD	0.000024	0.000011	0.000000
DHN_COGEN_WASTE	0.000043	0.000019	0.000000
DHN_COGEN_WET_BIOMASS	0.000018	0.000033	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000050	0.000021	0.000000
DHN_BOILER_GAS	0.000004	0.000001	0.000000
DHN_BOILER_WOOD	0.000007	0.000001	0.000000
DHN_BOILER_OIL	0.000004	0.000001	0.000000
DHN_DEEP_GEO	0.000000	0.000000	0.000000
DHN_SOLAR	0.000025	0.000000	0.000000
DEC_HP_ELEC	517.694601	226.854658	0.000000
DEC_THHP_GAS	0.000101	0.000033	0.000000
DEC_COGEN_GAS	0.000055	0.000039	0.000000
DEC_COGEN_OIL	0.000047	0.000032	0.000000
DEC_ADVCOGEN_GAS	0.000086	0.000018	0.000000
DEC_ADVCOGEN_H2	0.000075	0.000016	0.000000
DEC_BOILER_GAS	0.000055	0.000017	0.000000
DEC_BOILER_WOOD	0.000056	0.000020	0.000000
COAL_STOVE	0.000281	0.000100	0.000000
DEC_BOILER_OIL	0.000040	0.000025	0.000000
DEC_SOLAR	0.001352	0.000167	0.000000
DEC_DIRECT_ELEC	24.253973	1.003172	0.000000
DEC_THHP_GAS_COLD	0.000120	0.000057	0.000000
DEC_ELEC_COLD	37.297418	12.428513	0.000000
IND_ELEC_COLD	2.912628	0.261632	0.000000
TRAMWAY_TROLLEY	228.761736	60.371120	0.000000
BUS_COACH_DIESEL	0.000218	0.000100	0.000000
BUS_COACH_GASOLINE	0.000002	0.000001	0.000000
BUS_COACH_HYDIESEL	0.000007	0.000003	0.000000
BUS_COACH_CNG_STOICH	10195.594204	4694.794335	0.000000
BUS_COACH_FC_HYBRIDH2	0.000009	0.000003	0.000000
TRAIN_PUB	0.000008	0.000004	0.000000
MOTORCYCLE	0.002037	0.000888	0.000000
CAR_GASOLINE	0.000006	0.000002	0.000000
CAR_DIESEL	0.000005	0.000002	0.000000
CAR_NG	0.000007	0.000003	0.000000
CAR_METHANOL	0.000005	0.000002	0.000000
CAR_HEV	0.000004	0.000002	0.000000
CAR_PHEV	0.002379	0.001266	0.000000
MOTORCYCLE_ELECTRIC	8709.455648	1025.076557	0.000000
CAR_BEV	10865.103713	1892.449786	0.000000
CAR_FUEL_CELL	0.000008	0.000001	0.000000
TRAIN_FREIGHT	121.227637	34.714159	0.000000
BOAT_FREIGHT_DIESEL	0.000001	0.000001	0.000000
BOAT_FREIGHT_NG	364.542008	253.963612	0.000000
BOAT_FREIGHT_METHANOL	0.000014	0.000010	0.000000
TRUCK_DIESEL	0.000125	0.000057	0.000000
TRUCK_GASOLINE	0.000000	0.000000	0.000000
TRUCK_METHANOL	0.000000	0.000000	0.000000
TRUCK_FUEL_CELL	2630.141183	741.889997	0.000000
TRUCK_ELEC	0.000001	0.000000	0.000000
TRUCK_NG	0.000002	0.000001	0.000000
HABER_BOSCH	0.000047	0.000010	0.000000
OIL_TO_HVC	31.395330	1.579549	0.000000
GAS_TO_HVC	0.000034	0.000008	0.000000
BIOMASS_TO_HVC	395.398924	131.015125	0.000000
