Name	Used	Potential
ELECTRICITY	73.358492	Infinity
GASOLINE	2890.104834	Infinity
DIESEL	0.001105	Infinity
BIOETHANOL	0.000988	100000.000000
BIODIESEL	0.000439	100000.000000
LFO	0.014816	Infinity
GAS	80339.342899	Infinity
GAS_RE	0.000000	0.000000
WOOD	75072.993414	75073.000000
WET_BIOMASS	49781.999989	49782.000000
IMPORTED_COAL	0.000000	Infinity
LOCAL_COAL	51379.289194	Infinity
URANIUM	0.000000	0.000000
WASTE	0.007866	10347.000000
H2	0.000004	Infinity
H2_RE	0.000000	0.000000
AMMONIA	0.000733	Infinity
METHANOL	0.001098	Infinity
AMMONIA_RE	0.000000	0.000000
METHANOL_RE	0.000000	0.000000
ELEC_EXPORT	110.533399	Infinity
H2_EXPORT	0.000004	Infinity
GAS_RE_EXPORT	0.000012	Infinity
AMMONIA_EXPORT	0.000036	Infinity
METHANOL_EXPORT	0.000403	Infinity
CO2_EMISSIONS	56004.307831	Infinity
RES_WIND	95359.078002	Infinity
RES_SOLAR	25999.079407	Infinity
RES_HYDRO	57247.279009	Infinity
RES_GEO	0.000857	Infinity
CO2_ATM	0.000226	Infinity
CO2_INDUSTRY	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000
PT_HEAT	0.000000	0.000000
ST_HEAT	0.000000	0.000000
