TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	0.000000	0.000000	60.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.843906	0.065586	0.000000
CCGT	0.000841	0.000021	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.006538	0.850000	0.081224	0.000142
CCGT_AMMONIA	0.000118	0.000003	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000266	0.961538	0.081224	0.000020
IMPORTED_COAL_CENTRAL	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.868000	0.072238	0.000000
LOCAL_COAL_CENTRAL	14918.047232	174.168390	35.000000	0.000000	4.196829	Infinity	0.000000	0.245416	1.000000	0.856000	0.856000	0.072238	1391.668391
BIOMASS_TO_POWER	0.000201	0.000008	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000522	0.868000	0.072238	0.000028
PV_ROOFTOP	312.060205	4.110003	40.000000	0.300000	0.300000	98.400000	0.000000	0.003676	1.000000	0.179350	1.000000	0.069840	624.429409
PV_UTILITY	8703.175065	218.635810	25.000000	0.000000	18.372757	708.000000	0.000000	0.261784	1.000000	0.208574	1.000000	0.081224	38241.607928
PT_POWER_BLOCK	0.000077	0.000005	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000067	1.000000	0.081224	0.000000
ST_POWER_BLOCK	0.000076	0.000006	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000081	1.000000	0.081224	0.000000
WIND_ONSHORE	0.000497	0.000008	30.000000	0.000000	0.000000	7.300000	0.000000	0.000000	1.000000	0.000775	1.000000	0.075785	0.000217
WIND_OFFSHORE	0.001585	0.000064	30.000000	0.000000	0.000001	48.800000	0.000000	0.000000	1.000000	0.004162	1.000000	0.075785	0.000557
HYDRO_DAM	32832.284470	328.723213	40.000000	10.536000	10.536000	21.200000	0.000000	0.359877	1.000000	0.500000	1.000000	0.069840	17836.184370
HYDRO_RIVER	10735.759870	107.539999	40.000000	3.777000	3.800000	3.800000	0.000000	0.129247	1.000000	0.497884	1.000000	0.069840	4798.715942
TIDAL	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.090037	0.000000
WAVE	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.090037	0.000000
GEOTHERMAL	0.000393	0.000007	30.000000	0.000000	0.000000	1.200000	0.000000	0.000000	1.000000	0.000244	0.860000	0.075785	0.000925
IND_COGEN_GAS	0.000147	0.000009	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000450	0.850000	0.081224	0.000076
IND_COGEN_WOOD	0.000145	0.000005	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000449	0.850000	0.081224	0.000016
