Name	C_inv	C_maint	C_op
NUCLEAR	0.000000	0.000000	0.000000
CCGT	0.000034	0.000011	0.000000
CCGT_AMMONIA	0.000025	0.000008	0.000000
IMPORTED_COAL_CENTRAL	0.000000	0.000000	0.000000
LOCAL_COAL_CENTRAL	0.000071	0.000015	0.000000
BIOMASS_TO_POWER	0.000023	0.000013	0.000000
PV_ROOFTOP	15.460386	2.919006	0.000000
PV_UTILITY	397.015795	122.852876	0.000000
PT_POWER_BLOCK	0.000014	0.000010	0.000000
ST_POWER_BLOCK	0.000012	0.000012	0.000000
WIND_ONSHORE	0.000103	0.000023	0.000000
WIND_OFFSHORE	2083.764908	1107.388209	0.000000
HYDRO_DAM	2738.981938	196.056014	0.000000
HYDRO_RIVER	1330.784998	190.511880	0.000000
TIDAL	0.000000	0.000000	0.000000
WAVE	0.000000	0.000000	0.000000
GEOTHERMAL	0.000080	0.000023	0.000000
IND_COGEN_GAS	0.000021	0.000018	0.000000
IND_COGEN_WOOD	0.000024	0.000011	0.000000
IND_COGEN_WASTE	0.000032	0.000015	0.000000
IND_BOILER_GAS	0.000018	0.000004	0.000000
IND_BOILER_WOOD	0.000020	0.000004	0.000000
IND_BOILER_OIL	0.000018	0.000004	0.000000
IND_BOILER_COAL	60.449027	12.290995	0.000000
IND_BOILER_WASTE	0.000024	0.000005	0.000000
IND_DIRECT_ELEC	0.000039	0.000002	0.000000
DHN_HP_ELEC	142.594273	61.105385	0.000000
DHN_COGEN_GAS	0.000022	0.000008	0.000000
DHN_COGEN_WOOD	0.000018	0.000008	0.000000
DHN_COGEN_WASTE	0.000029	0.000014	0.000000
DHN_COGEN_WET_BIOMASS	0.000015	0.000031	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000042	0.000020	0.000000
DHN_BOILER_GAS	0.000003	0.000001	0.000000
DHN_BOILER_WOOD	0.000006	0.000001	0.000000
DHN_BOILER_OIL	0.000003	0.000001	0.000000
DHN_DEEP_GEO	0.000000	0.000000	0.000000
DHN_SOLAR	0.000024	0.000000	0.000000
DEC_HP_ELEC	542.050630	243.714883	0.000000
DEC_THHP_GAS	0.000146	0.000049	0.000000
DEC_COGEN_GAS	0.000042	0.000031	0.000000
DEC_COGEN_OIL	0.000034	0.000024	0.000000
DEC_ADVCOGEN_GAS	0.000059	0.000013	0.000000
DEC_ADVCOGEN_H2	0.000051	0.000011	0.000000
DEC_BOILER_GAS	0.000038	0.000012	0.000000
DEC_BOILER_WOOD	0.000051	0.000018	0.000000
COAL_STOVE	0.000346	0.000123	0.000000
DEC_BOILER_OIL	0.000028	0.000017	0.000000
DEC_SOLAR	0.001366	0.000171	0.000000
DEC_DIRECT_ELEC	0.000292	0.000012	0.000000
DEC_THHP_GAS_COLD	2.693964	0.898880	0.000000
DEC_ELEC_COLD	42.231405	18.964064	0.000000
IND_ELEC_COLD	2.598752	0.234185	0.000000
TRAMWAY_TROLLEY	188.391862	49.717352	0.000000
BUS_COACH_DIESEL	0.000069	0.000033	0.000000
BUS_COACH_GASOLINE	0.000006	0.000003	0.000000
BUS_COACH_HYDIESEL	0.000007	0.000003	0.000000
BUS_COACH_CNG_STOICH	8171.065843	3866.860422	0.000000
BUS_COACH_FC_HYBRIDH2	0.000004	0.000001	0.000000
TRAIN_PUB	0.000003	0.000002	0.000000
MOTORCYCLE	502.352497	207.668376	0.000000
CAR_GASOLINE	0.000003	0.000001	0.000000
CAR_DIESEL	0.000006	0.000002	0.000000
CAR_NG	0.000009	0.000003	0.000000
CAR_METHANOL	0.000005	0.000002	0.000000
CAR_HEV	0.000003	0.000002	0.000000
CAR_PHEV	0.001263	0.000680	0.000000
MOTORCYCLE_ELECTRIC	46.941467	7.792434	0.000000
CAR_BEV	8776.086091	1461.081357	0.000000
CAR_FUEL_CELL	0.000006	0.000001	0.000000
TRAIN_FREIGHT	99.834379	28.611201	0.000000
BOAT_FREIGHT_DIESEL	2.944288	2.108145	0.000000
BOAT_FREIGHT_NG	289.196992	207.068480	0.000000
BOAT_FREIGHT_METHANOL	0.000003	0.000002	0.000000
TRUCK_DIESEL	0.000004	0.000002	0.000000
TRUCK_GASOLINE	0.000014	0.000007	0.000000
TRUCK_METHANOL	0.000037	0.000018	0.000000
TRUCK_FUEL_CELL	2152.030960	611.136116	0.000000
TRUCK_ELEC	0.000001	0.000000	0.000000
TRUCK_NG	0.000043	0.000021	0.000000
HABER_BOSCH	0.000028	0.000006	0.000000
OIL_TO_HVC	0.000059	0.000003	0.000000
GAS_TO_HVC	0.000022	0.000007	0.000000
