Storage tech	Year flux [TWh]ELECTRICITY	GASOLINE	DIESEL	LFO	GAS	WOOD	WET_BIOMASS	COAL	URANIUM	WASTE	H2	AMMONIA	METHANOL	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	PT_HEAT	ST_HEAT	HEAT_HIGH_T	HEAT_LOW_T_DHN	HEAT_LOW_T_DECEN	SPACE_COOLING	PROCESS_COOLING	MOB_PUBLIC	MOB_PRIVATE	MOB_FREIGHT_RAIL	MOB_FREIGHT_BOAT	MOB_FREIGHT_ROAD	HVC	
 TS_DEC_ADVCOGEN_GAS	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000
 TS_DEC_ADVCOGEN_H2	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000
 TS_DEC_BOILER_GAS	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	6325.329766	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000
 TS_DEC_BOILER_WOOD	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000
 TS_COAL_STOVE	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	2837.304000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000
 TS_DEC_BOILER_OIL	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	854.086613	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000
 TS_DHN_DAILY	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000
 TS_DHN_SEASONAL	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	24854.193604	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000
 TS_HIGH_TEMP	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000
 GAS_STORAGE	8.760000	8.760000	8.760000	8.760000	43269.744970	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000
 H2_STORAGE	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000
 DIESEL_STORAGE	8.760000	8.760000	9.508835	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000
 GASOLINE_STORAGE	8.760000	15.437286	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000
 LFO_STORAGE	8.760000	8.760000	8.760000	8.769487	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000
 AMMONIA_STORAGE	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000
 METHANOL_STORAGE	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000
 CO2_STORAGE	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000
 PT_STORAGE	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000
 ST_STORAGE	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000
 TS_COLD	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000
 CAES	3469.401517	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000	8.760000
